id,id_pre,has_hit
s7871,0.7909999999999999,1
s7872,1.0,1
s7873,0.9940000000000001,1
s7874,0.863,1
s7875,1.0,1
s7876,0.995,1
s7877,0.958,1
s7878,0.738,1
s7879,0.662,1
s7880,0.602,1
s7881,0.9079999999999999,1
s7882,1.0,1
s7883,1.0,1
s7884,1.0,1
s7885,1.0,1
s7886,0.9890000000000001,1
s7887,0.9940000000000001,1
s7888,1.0,1
s7889,1.0,1
s7890,1.0,1
s7891,0.995,1
s7892,1.0,1
s7893,1.0,1
s7894,1.0,1
s7895,0.997,1
s7896,0.97,1
s7897,0.616,1
s7898,0.997,1
s7899,0.997,1
s7900,1.0,1
s7901,0.6940000000000001,1
s7902,0.997,1
s7903,1.0,1
s7904,0.9890000000000001,1
s7905,1.0,1
s7906,1.0,1
s7907,0.713,1
s7908,1.0,1
s7909,0.997,1
s7910,1.0,1
s7911,0.9890000000000001,1
s7912,0.8859999999999999,1
s7913,1.0,1
s7914,0.9890000000000001,1
s7915,0.799,1
s7916,0.9690000000000001,1
s7917,0.838,1
s7918,0.998,1
s7919,0.997,1
s7920,1.0,1
s7921,1.0,1
s7922,0.995,1
s7923,0.995,1
s7924,0.986,1
s7925,1.0,1
s7926,1.0,1
s7927,0.941,1
s7928,0.909,1
s7929,0.7120000000000001,1
s7930,1.0,1
s7931,0.997,1
s7932,1.0,1
s7933,0.9640000000000001,1
s7934,1.0,1
s7935,1.0,1
s7936,0.993,1
s7937,0.993,1
s7938,0.996,1
s7939,1.0,1
s7940,0.823,1
s7941,1.0,1
s7942,0.701,1
s7943,0.996,1
s7944,1.0,1
s7945,1.0,1
s7946,0.9940000000000001,1
s7947,1.0,1
s7948,0.499,1
s7949,0.986,1
s7950,1.0,1
s7951,1.0,1
s7952,0.7859999999999999,1
s7953,0.997,1
s7954,1.0,1
s7955,0.996,1
s7956,1.0,1
s7957,1.0,1
s7958,0.998,1
s7959,0.997,1
s7960,1.0,1
s7961,0.8909999999999999,1
s7962,0.9690000000000001,1
s7963,1.0,1
s7964,0.983,1
s7965,1.0,1
s7966,0.998,1
s7967,0.996,1
s7968,0.7909999999999999,1
s7969,0.995,1
s7970,0.9,1
s7971,0.968,1
s7972,0.9670000000000001,1
s7973,0.91,1
s7974,1.0,1
s7975,1.0,1
s7976,0.655,1
s7977,1.0,1
s7978,0.7809999999999999,1
s7979,0.626,1
s7980,0.97,1
s7981,0.993,1
s7982,0.997,1
s7983,0.823,1
s7984,1.0,1
s7985,0.782,1
s7986,0.774,1
s7987,0.611,1
s7988,0.698,1
s7989,0.92,1
s7990,1.0,1
s7991,0.977,1
s7992,1.0,1
s7993,0.998,1
s7994,1.0,1
s7995,0.727,1
s7996,1.0,1
s7997,1.0,1
s7998,0.9570000000000001,1
s7999,1.0,1
s8000,0.996,1
s8001,0.997,1
s8002,0.993,1
s8003,0.993,1
s8004,0.993,1
s8005,0.993,1
s8006,0.998,1
s8007,0.9940000000000001,1
s8008,0.996,1
s8009,0.6829999999999999,1
s8010,0.996,1
s8011,0.6940000000000001,1
s8012,0.996,1
s8013,1.0,1
s8014,0.996,1
s8015,0.953,1
s8016,0.9940000000000001,1
s8017,1.0,1
s8018,1.0,1
s8019,0.593,1
s8020,1.0,1
s8021,1.0,1
s8022,1.0,1
s8023,0.9520000000000001,1
s8024,1.0,1
s8025,1.0,1
s8026,1.0,1
s8027,0.978,1
s8028,1.0,1
s8029,0.99,1
s8030,0.997,1
s8031,1.0,1
s8032,0.645,1
s8033,1.0,1
s8034,1.0,1
s8035,0.996,1
s8036,0.998,1
s8037,0.99,1
s8038,0.74,1
s8039,0.9940000000000001,1
s8040,1.0,1
s8041,1.0,1
s8042,0.997,1
s8043,0.79,1
s8044,1.0,1
s8045,1.0,1
s8046,1.0,1
s8047,0.996,1
s8048,0.938,1
s8049,0.9690000000000001,1
s8050,0.982,1
s8051,1.0,1
s8052,0.978,1
s8053,0.767,1
s8054,1.0,1
s8055,0.996,1
s8056,0.998,1
s8057,1.0,1
s8058,0.995,1
s8059,0.501,1
s8060,1.0,1
s8061,1.0,1
s8062,0.985,1
s8063,1.0,1
s8064,0.5539999999999999,1
s8065,0.987,1
s8066,0.983,1
s8067,0.997,1
s8068,0.6990000000000001,1
s8069,0.728,1
s8070,1.0,1
s8071,1.0,1
s8072,0.614,1
s8073,0.9940000000000001,1
s8074,0.993,1
s8075,1.0,1
s8076,1.0,1
s8077,0.8270000000000001,1
s8078,0.778,1
s8079,1.0,1
s8080,0.87,1
s8081,0.995,1
s8082,0.992,1
s8083,0.996,1
s8084,1.0,1
s8085,0.735,1
s8086,0.8190000000000001,1
s8087,0.875,1
s8088,1.0,1
s8089,1.0,1
s8090,1.0,1
s8091,0.995,1
s8092,0.998,1
s8093,0.997,1
s8094,1.0,1
s8095,1.0,1
s8096,0.997,1
s8097,1.0,1
s8098,1.0,1
s8099,0.996,1
s8100,0.8220000000000001,1
s8101,0.8220000000000001,1
s8102,1.0,1
s8103,1.0,1
s8104,1.0,1
s8105,0.8220000000000001,1
s8106,0.8220000000000001,1
s8107,0.653,1
s8108,0.997,1
s8109,1.0,1
s8110,1.0,1
s8111,0.987,1
s8112,0.977,1
s8113,0.977,1
s8114,0.977,1
s8115,0.977,1
s8116,0.977,1
s8117,0.977,1
s8118,0.977,1
s8119,0.977,1
s8120,0.977,1
s8121,0.9840000000000001,1
s8122,0.977,1
s8123,0.977,1
s8124,0.977,1
s8125,0.977,1
s8126,0.981,1
s8127,1.0,1
s8128,1.0,1
s8129,1.0,1
s8130,0.98,1
s8131,1.0,1
s8132,1.0,1
s8133,0.718,1
s8134,0.594,1
s8135,1.0,1
s8136,1.0,1
s8137,1.0,1
s8138,1.0,1
s8139,1.0,1
s8140,1.0,1
s8141,0.996,1
s8142,0.996,1
s8143,0.9940000000000001,1
s8144,0.884,1
s8145,1.0,1
s8146,1.0,1
s8147,0.998,1
s8148,0.8490000000000001,1
s8149,1.0,1
s8150,1.0,1
s8151,1.0,1
s8152,0.993,1
s8153,1.0,1
s8154,1.0,1
s8155,0.988,1
s8156,0.763,1
s8157,0.758,1
s8158,1.0,1
s8159,0.997,1
s8160,1.0,1
s8161,1.0,1
s8162,0.985,1
s8163,0.993,1
s8164,0.775,1
s8165,0.995,1
s8166,1.0,1
s8167,0.996,1
s8168,1.0,1
s8169,1.0,1
s8170,1.0,1
s8171,1.0,1
s8172,0.9740000000000001,1
s8173,0.9840000000000001,1
s8174,1.0,1
s8175,1.0,1
s8176,0.887,1
s8177,1.0,1
s8178,1.0,1
s8179,0.99,1
s8180,0.787,1
s8181,0.988,1
s8182,1.0,1
s8183,0.998,1
s8184,0.998,1
s8185,0.998,1
s8186,0.998,1
s8187,0.998,1
s8188,0.998,1
s8189,0.998,1
s8190,1.0,1
s8191,0.998,1
s8192,1.0,1
s8193,0.993,1
s8194,1.0,1
s8195,0.998,1
s8196,0.993,1
s8197,0.995,1
s8198,0.998,1
s8199,0.998,1
s8200,1.0,1
s8201,1.0,1
s8202,0.9440000000000001,1
s8203,0.998,1
s8204,0.991,1
s8205,0.99,1
s8206,1.0,1
s8207,1.0,1
s8208,0.998,1
s8209,0.996,1
s8210,1.0,1
s8211,1.0,1
s8212,0.997,1
s8213,0.773,1
s8214,0.915,1
s8215,0.9009999999999999,1
s8216,1.0,1
s8217,0.9940000000000001,1
s8218,0.997,1
s8219,0.98,1
s8220,0.9470000000000001,1
s8221,1.0,1
s8222,0.997,1
s8223,0.6679999999999999,1
s8224,1.0,1
s8225,0.997,1
s8226,1.0,1
s8227,1.0,1
s8228,0.672,1
s8229,1.0,1
s8230,0.998,1
s8231,0.995,1
s8232,1.0,1
s8233,0.583,1
s8234,0.634,1
s8235,0.71,1
s8236,1.0,1
s8237,0.71,1
s8238,0.63,1
s8239,0.998,1
s8240,0.601,1
s8241,0.8540000000000001,1
s8242,0.8490000000000001,1
s8243,0.835,1
s8244,0.991,1
s8245,0.996,1
s8246,0.995,1
s8247,1.0,1
s8248,0.997,1
s8249,0.737,1
s8250,0.731,1
s8251,0.872,1
s8252,0.997,1
s8253,1.0,1
s8254,1.0,1
s8255,1.0,1
s8256,0.991,1
s8257,0.983,1
s8258,0.8,1
s8259,0.992,1
s8260,1.0,1
s8261,0.996,1
s8262,1.0,1
s8263,0.701,1
s8264,1.0,1
s8265,1.0,1
s8266,0.995,1
s8267,0.997,1
s8268,1.0,1
s8269,0.9670000000000001,1
s8270,0.8490000000000001,1
s8271,0.873,1
s8272,1.0,1
s8273,0.9940000000000001,1
s8274,0.945,1
s8275,0.992,1
s8276,0.997,1
s8277,0.9229999999999999,1
s8278,1.0,1
s8279,1.0,1
s8280,0.997,1
s8281,0.997,1
s8282,0.9940000000000001,1
s8283,0.991,1
s8284,1.0,1
s8285,0.988,1
s8286,0.998,1
s8287,0.996,1
s8288,1.0,1
s8289,1.0,1
s8290,0.657,1
s8291,0.998,1
s8292,0.998,1
s8293,0.998,1
s8294,0.998,1
s8295,0.508,1
s8296,0.687,1
s8297,0.998,1
s8298,0.977,1
s8299,1.0,1
s8300,1.0,1
s8301,1.0,1
s8302,1.0,1
s8303,0.992,1
s8304,0.995,1
s8305,0.995,1
s8306,0.995,1
s8307,0.995,1
s8308,0.731,1
s8309,1.0,1
s8310,0.8959999999999999,1
s8311,0.997,1
s8312,0.997,1
s8313,1.0,1
s8314,1.0,1
s8315,0.696,1
s8316,1.0,1
s8317,1.0,1
s8318,0.696,1
s8319,0.696,1
s8320,0.667,1
s8321,0.8959999999999999,1
s8322,1.0,1
s8323,0.625,1
s8324,1.0,1
s8325,1.0,1
s8326,0.9940000000000001,1
s8327,0.993,1
s8328,0.768,1
s8329,1.0,1
s8330,0.993,1
s8331,1.0,1
s8332,0.833,1
s8333,0.9890000000000001,1
s8334,1.0,1
s8335,0.9990000000000001,1
s8336,1.0,1
s8337,0.99,1
s8338,0.878,1
s8339,0.982,1
s8340,1.0,1
s8341,0.997,1
s8342,0.8009999999999999,1
s8343,0.866,1
s8344,0.882,1
s8345,1.0,1
s8346,0.958,1
s8347,0.972,1
s8348,1.0,1
s8349,0.636,1
s8350,0.995,1
s8351,1.0,1
s8352,1.0,1
s8353,0.831,1
s8354,0.813,1
s8355,0.866,1
s8356,1.0,1
s8357,0.9740000000000001,1
s8358,0.938,1
s8359,0.715,1
s8360,1.0,1
s8361,1.0,1
s8362,0.995,1
s8363,0.818,1
s8364,1.0,1
s8365,0.82,1
s8366,0.996,1
s8367,1.0,1
s8368,0.997,1
s8369,1.0,1
s8370,0.998,1
s8371,0.993,1
s8372,0.9840000000000001,1
s8373,0.995,1
s8374,1.0,1
s8375,1.0,1
s8376,1.0,1
s8377,0.9890000000000001,1
s8378,0.9940000000000001,1
s8379,0.9990000000000001,1
s8380,0.662,1
s8381,0.996,1
s8382,0.9940000000000001,1
s8383,1.0,1
s8384,0.996,1
s8385,1.0,1
s8386,0.996,1
s8387,0.498,1
s8388,1.0,1
s8389,0.825,1
s8390,0.9109999999999999,1
s8391,0.956,1
s8392,0.81,1
s8393,0.937,1
s8394,0.986,1
s8395,1.0,1
s8396,0.8440000000000001,1
s8397,0.9620000000000001,1
s8398,0.9840000000000001,1
s8399,0.7809999999999999,1
s8400,0.838,1
s8401,0.9309999999999999,1
s8402,0.996,1
s8403,1.0,1
s8404,0.996,1
s8405,1.0,1
s8406,1.0,1
s8407,0.9470000000000001,1
s8408,0.953,1
s8409,0.997,1
s8410,1.0,1
s8411,0.75,1
s8412,0.9940000000000001,1
s8413,1.0,1
s8414,0.862,1
s8415,0.9440000000000001,1
s8416,0.895,1
s8417,1.0,1
s8418,0.9890000000000001,1
s8419,0.986,1
s8420,1.0,1
s8421,0.888,1
s8422,0.97,1
s8423,1.0,1
s8424,1.0,1
s8425,1.0,1
s8426,1.0,1
s8427,0.998,1
s8428,0.992,1
s8429,0.745,1
s8430,1.0,1
s8431,0.843,1
s8432,0.9440000000000001,1
s8433,0.966,1
s8434,0.9940000000000001,1
s8435,1.0,1
s8436,1.0,1
s8437,0.9990000000000001,1
s8438,1.0,1
s8439,1.0,1
s8440,0.9840000000000001,1
s8441,0.7959999999999999,1
s8442,1.0,1
s8443,0.997,1
s8444,0.987,1
s8445,1.0,1
s8446,0.991,1
s8447,1.0,1
s8448,1.0,1
s8449,0.8109999999999999,1
s8450,0.997,1
s8451,0.9440000000000001,1
s8452,1.0,1
s8453,1.0,1
s8454,0.738,1
s8455,0.976,1
s8456,1.0,1
s8457,0.98,1
s8458,1.0,1
s8459,0.996,1
s8460,0.981,1
s8461,1.0,1
s8462,1.0,1
s8463,1.0,1
s8464,0.99,1
s8465,1.0,1
s8466,1.0,1
s8467,1.0,1
s8468,0.9890000000000001,1
s8469,0.981,1
s8470,1.0,1
s8471,1.0,1
s8472,0.972,1
s8473,1.0,1
s8474,0.983,1
s8475,1.0,1
s8476,0.9640000000000001,1
s8477,0.993,1
s8478,0.9420000000000001,1
s8479,0.958,1
s8480,0.961,1
s8481,1.0,1
s8482,1.0,1
s8483,1.0,1
s8484,1.0,1
s8485,1.0,1
s8486,1.0,1
s8487,1.0,1
s8488,0.946,1
s8489,1.0,1
s8490,1.0,1
s8491,0.882,1
s8492,1.0,1
s8493,1.0,1
s8494,0.898,1
s8495,0.9840000000000001,1
s8496,0.98,1
s8497,1.0,1
s8498,1.0,1
s8499,0.9840000000000001,1
s8500,0.988,1
s8501,0.9890000000000001,1
s8502,1.0,1
s8503,1.0,1
s8504,1.0,1
s8505,1.0,1
s8506,1.0,1
s8507,0.9790000000000001,1
s8508,1.0,1
s8509,1.0,1
s8510,0.8809999999999999,1
s8511,1.0,1
s8512,0.985,1
s8513,1.0,1
s8514,0.8690000000000001,1
s8515,0.905,1
s8516,1.0,1
s8517,0.5379999999999999,1
s8518,0.5820000000000001,1
s8519,1.0,1
s8520,0.9309999999999999,1
s8521,0.996,1
s8522,0.672,1
s8523,0.945,1
s8524,1.0,1
s8525,0.9940000000000001,1
s8526,1.0,1
s8527,0.733,1
s8528,1.0,1
s8529,0.54,1
s8530,0.649,1
s8531,0.993,1
s8532,0.997,1
s8533,1.0,1
s8534,1.0,1
s8535,0.998,1
s8536,1.0,1
s8537,0.777,1
s8538,0.605,1
s8539,1.0,1
s8540,0.924,1
s8541,1.0,1
s8542,1.0,1
s8543,0.997,1
s8544,0.98,1
s8545,0.857,1
s8546,1.0,1
s8547,0.997,1
s8548,1.0,1
s8549,0.785,1
s8550,0.884,1
s8551,1.0,1
s8552,1.0,1
s8553,0.993,1
s8554,0.696,1
s8555,0.988,1
s8556,0.992,1
s8557,1.0,1
s8558,0.992,1
s8559,0.6729999999999999,1
s8560,0.685,1
s8561,0.996,1
s8562,1.0,1
s8563,0.833,1
s8564,0.662,1
s8565,1.0,1
s8566,0.998,1
s8567,0.7,1
s8568,0.996,1
s8569,0.9620000000000001,1
s8570,1.0,1
s8571,0.932,1
s8572,0.8320000000000001,1
s8573,0.8190000000000001,1
s8574,1.0,1
s8575,1.0,1
s8576,1.0,1
s8577,0.98,1
s8578,1.0,1
s8579,0.997,1
s8580,1.0,1
s8581,0.8270000000000001,1
s8582,0.8079999999999999,1
s8583,0.804,1
s8584,1.0,1
s8585,0.679,1
s8586,0.893,1
s8587,0.915,1
s8588,0.759,1
s8589,0.966,1
s8590,1.0,1
s8591,1.0,1
s8592,1.0,1
s8593,1.0,1
s8594,0.915,1
s8595,1.0,1
s8596,0.6509999999999999,1
s8597,0.981,1
s8598,1.0,1
s8599,1.0,1
s8600,0.97,1
s8601,0.998,1
s8602,0.86,1
s8603,1.0,1
s8604,0.9840000000000001,1
s8605,0.97,1
s8606,0.693,1
s8607,1.0,1
s8608,1.0,1
s8609,0.982,1
s8610,0.609,1
s8611,0.812,1
s8612,0.945,1
s8613,0.998,1
s8614,0.998,1
s8615,1.0,1
s8616,0.976,1
s8617,1.0,1
s8618,1.0,1
s8619,1.0,1
s8620,0.958,1
s8621,0.98,1
s8622,0.982,1
s8623,0.965,1
s8624,0.977,1
s8625,0.996,1
s8626,1.0,1
s8627,1.0,1
s8628,0.991,1
s8629,0.9179999999999999,1
s8630,0.8320000000000001,1
s8631,1.0,1
s8632,0.997,1
s8633,1.0,1
s8634,1.0,1
s8635,0.59,1
s8636,0.985,1
s8637,1.0,1
s8638,0.992,1
s8639,1.0,1
s8640,1.0,1
s8641,1.0,1
s8642,0.9790000000000001,1
s8643,1.0,1
s8644,1.0,1
s8645,0.9840000000000001,1
s8646,1.0,1
s8647,0.992,1
s8648,0.935,1
s8649,0.991,1
s8650,0.981,1
s8651,0.992,1
s8652,0.945,1
s8653,0.935,1
s8654,0.9179999999999999,1
s8655,1.0,1
s8656,1.0,1
s8657,1.0,1
s8658,1.0,1
s8659,1.0,1
s8660,1.0,1
s8661,0.9790000000000001,1
s8662,0.978,1
s8663,1.0,1
s8664,1.0,1
s8665,1.0,1
s8666,1.0,1
s8667,0.731,1
s8668,0.7390000000000001,1
s8669,0.892,1
s8670,1.0,1
s8671,0.853,1
s8672,0.898,1
s8673,0.574,1
s8674,0.738,1
s8675,0.9990000000000001,1
s8676,0.968,1
s8677,1.0,1
s8678,1.0,1
s8679,1.0,1
s8680,0.988,1
s8681,1.0,1
s8682,0.795,1
s8683,0.679,1
s8684,0.94,1
s8685,1.0,1
s8686,1.0,1
s8687,1.0,1
s8688,1.0,1
s8689,1.0,1
s8690,0.997,1
s8691,0.993,1
s8692,1.0,1
s8693,0.991,1
s8694,0.9940000000000001,1
s8695,0.99,1
s8696,0.997,1
s8697,0.971,1
s8698,0.99,1
s8699,1.0,1
s8700,0.993,1
s8701,0.996,1
s8702,0.831,1
s8703,0.73,1
s8704,1.0,1
s8705,1.0,1
s8706,1.0,1
s8707,0.985,1
s8708,0.997,1
s8709,0.991,1
s8710,0.991,1
s8711,0.95,1
s8712,1.0,1
s8713,1.0,1
s8714,1.0,1
s8715,0.963,1
s8716,1.0,1
s8717,1.0,1
s8718,0.996,1
s8719,0.998,1
s8720,0.647,1
s8721,0.9209999999999999,1
s8722,1.0,1
s8723,1.0,1
s8724,0.607,1
s8725,1.0,1
s8726,0.6920000000000001,1
s8727,0.943,1
s8728,0.998,1
s8729,0.951,1
s8730,0.935,1
s8731,0.894,1
s8732,1.0,1
s8733,0.713,1
s8734,0.975,1
s8735,0.992,1
s8736,0.997,1
s8737,1.0,1
s8738,1.0,1
s8739,1.0,1
s8740,1.0,1
s8741,1.0,1
s8742,1.0,1
s8743,1.0,1
s8744,1.0,1
s8745,1.0,1
s8746,0.983,1
s8747,1.0,1
s8748,1.0,1
s8749,1.0,1
s8750,0.948,1
s8751,0.573,1
s8752,1.0,1
s8753,1.0,1
s8754,1.0,1
s8755,1.0,1
s8756,0.963,1
s8757,0.925,1
s8758,1.0,1
s8759,0.985,1
s8760,1.0,1
s8761,1.0,1
s8762,1.0,1
s8763,1.0,1
s8764,0.985,1
s8765,1.0,1
s8766,0.95,1
s8767,1.0,1
s8768,0.992,1
s8769,0.981,1
s8770,0.982,1
s8771,1.0,1
s8772,0.966,1
s8773,1.0,1
s8774,1.0,1
s8775,1.0,1
s8776,0.99,1
s8777,1.0,1
s8778,0.9570000000000001,1
s8779,0.985,1
s8780,1.0,1
s8781,1.0,1
s8782,1.0,1
s8783,0.953,1
s8784,0.975,1
s8785,0.981,1
s8786,0.977,1
s8787,0.98,1
s8788,1.0,1
s8789,0.753,1
s8790,1.0,1
s8791,0.9890000000000001,1
s8792,0.991,1
s8793,0.7879999999999999,1
s8794,1.0,1
s8795,1.0,1
s8796,0.725,1
s8797,0.96,1
s8798,1.0,1
s8799,1.0,1
s8800,1.0,1
s8801,0.996,1
s8802,1.0,1
s8803,1.0,1
s8804,0.992,1
s8805,0.973,1
s8806,0.998,1
s8807,1.0,1
s8808,1.0,1
s8809,0.77,1
s8810,0.8859999999999999,1
s8811,0.629,1
s8812,1.0,1
s8813,0.953,1
s8814,1.0,1
s8815,1.0,1
s8816,1.0,1
s8817,1.0,1
s8818,1.0,1
s8819,0.711,1
s8820,0.6709999999999999,1
s8821,0.591,1
s8822,0.9940000000000001,1
s8823,0.998,1
s8824,0.7609999999999999,1
s8825,0.987,1
s8826,0.965,1
s8827,0.995,1
s8828,0.995,1
s8829,0.995,1
s8830,0.995,1
s8831,0.848,1
s8832,0.586,1
s8833,1.0,1
s8834,1.0,1
s8835,0.996,1
s8836,0.996,1
s8837,0.996,1
s8838,0.885,1
s8839,1.0,1
s8840,0.938,1
s8841,0.997,1
s8842,0.9940000000000001,1
s8843,1.0,1
s8844,0.57,1
s8845,1.0,1
s8846,1.0,1
s8847,1.0,1
s8848,0.675,1
s8849,1.0,1
s8850,1.0,1
s8851,0.7859999999999999,1
s8852,0.976,1
s8853,0.996,1
s8854,0.996,1
s8855,0.996,1
s8856,1.0,1
s8857,0.996,1
s8858,1.0,1
s8859,0.768,1
s8860,1.0,1
s8861,0.973,1
s8862,1.0,1
s8863,0.619,1
s8864,1.0,1
s8865,0.997,1
s8866,1.0,1
s8867,1.0,1
s8868,0.975,1
s8869,0.92,1
s8870,0.669,1
s8871,1.0,1
s8872,0.932,1
s8873,1.0,1
s8874,0.996,1
s8875,0.996,1
s8876,0.9940000000000001,1
s8877,0.556,1
s8878,0.996,1
s8879,0.996,1
s8880,0.996,1
s8881,1.0,1
s8882,1.0,1
s8883,1.0,1
s8884,1.0,1
s8885,1.0,1
s8886,0.9470000000000001,1
s8887,0.993,1
s8888,0.8440000000000001,1
s8889,0.995,1
s8890,1.0,1
s8891,0.996,1
s8892,0.988,1
s8893,1.0,1
s8894,0.996,1
s8895,0.996,1
s8896,0.996,1
s8897,0.996,1
s8898,0.996,1
s8899,0.992,1
s8900,0.998,1
s8901,0.998,1
s8902,0.972,1
s8903,1.0,1
s8904,0.9840000000000001,1
s8905,1.0,1
s8906,0.977,1
s8907,0.9690000000000001,1
s8908,0.9690000000000001,1
s8909,0.9,1
s8910,1.0,1
s8911,0.998,1
s8912,0.997,1
s8913,1.0,1
s8914,1.0,1
s8915,1.0,1
s8916,1.0,1
s8917,0.997,1
s8918,0.821,1
s8919,0.99,1
s8920,1.0,1
s8921,0.982,1
s8922,0.996,1
s8923,0.997,1
s8924,1.0,1
s8925,0.996,1
s8926,1.0,1
s8927,1.0,1
s8928,0.997,1
s8929,0.9890000000000001,1
s8930,1.0,1
s8931,0.9840000000000001,1
s8932,0.982,1
s8933,0.695,1
s8934,0.996,1
s8935,1.0,1
s8936,0.996,1
s8937,0.978,1
s8938,0.998,1
s8939,1.0,1
s8940,0.99,1
s8941,1.0,1
s8942,0.982,1
s8943,0.983,1
s8944,1.0,1
s8945,1.0,1
s8946,0.748,1
s8947,0.5770000000000001,1
s8948,1.0,1
s8949,1.0,1
s8950,1.0,1
s8951,0.996,1
s8952,1.0,1
s8953,0.594,1
s8954,0.995,1
s8955,1.0,1
s8956,1.0,1
s8957,1.0,1
s8958,0.789,1
s8959,0.7979999999999999,1
s8960,0.9670000000000001,1
s8961,0.996,1
s8962,0.612,1
s8963,0.672,1
s8964,1.0,1
s8965,1.0,1
s8966,0.996,1
s8967,0.898,1
s8968,1.0,1
s8969,0.9670000000000001,1
s8970,1.0,1
s8971,0.976,1
s8972,0.996,1
s8973,0.996,1
s8974,0.996,1
s8975,0.997,1
s8976,1.0,1
s8977,1.0,1
s8978,1.0,1
s8979,1.0,1
s8980,1.0,1
s8981,0.713,1
s8982,1.0,1
s8983,1.0,1
s8984,0.9990000000000001,1
s8985,0.9990000000000001,1
s8986,1.0,1
s8987,0.986,1
s8988,1.0,1
s8989,1.0,1
s8990,0.985,1
s8991,0.997,1
s8992,0.997,1
s8993,1.0,1
s8994,0.619,1
s8995,0.58,1
s8996,1.0,1
s8997,0.74,1
s8998,0.975,1
s8999,1.0,1
s9000,0.9990000000000001,1
s9001,0.9890000000000001,1
s9002,1.0,1
s9003,1.0,1
s9004,1.0,1
s9005,1.0,1
s9006,1.0,1
s9007,1.0,1
s9008,1.0,1
s9009,1.0,1
s9010,0.799,1
s9011,0.993,1
s9012,1.0,1
s9013,0.9670000000000001,1
s9014,1.0,1
s9015,1.0,1
s9016,0.978,1
s9017,0.996,1
s9018,0.996,1
s9019,0.9940000000000001,1
s9020,1.0,1
s9021,1.0,1
s9022,0.963,1
s9023,0.9790000000000001,1
s9024,0.897,1
s9025,1.0,1
s9026,1.0,1
s9027,0.925,1
s9028,0.9890000000000001,1
s9029,1.0,1
s9030,1.0,1
s9031,1.0,1
s9032,0.7609999999999999,1
s9033,0.996,1
s9034,0.893,1
s9035,0.898,1
s9036,0.631,1
s9037,0.993,1
s9038,0.996,1
s9039,0.55,1
s9040,0.675,1
s9041,0.985,1
s9042,1.0,1
s9043,1.0,1
s9044,0.996,1
s9045,1.0,1
s9046,0.871,1
s9047,0.732,1
s9048,0.667,1
s9049,0.9,1
s9050,0.7090000000000001,1
s9051,1.0,1
s9052,0.996,1
s9053,1.0,1
s9054,1.0,1
s9055,1.0,1
s9056,0.996,1
s9057,0.996,1
s9058,0.838,1
s9059,1.0,1
s9060,1.0,1
s9061,1.0,1
s9062,0.996,1
s9063,1.0,1
s9064,0.996,1
s9065,0.996,1
s9066,1.0,1
s9067,0.8320000000000001,1
s9068,0.862,1
s9069,0.861,1
s9070,0.996,1
s9071,0.61,1
s9072,1.0,1
s9073,1.0,1
s9074,0.581,1
s9075,1.0,1
s9076,0.996,1
s9077,0.5820000000000001,1
s9078,0.5820000000000001,1
s9079,1.0,1
s9080,0.998,1
s9081,0.998,1
s9082,0.998,1
s9083,0.76,1
s9084,0.55,1
s9085,0.631,1
s9086,0.5720000000000001,1
s9087,1.0,1
s9088,1.0,1
s9089,1.0,1
s9090,0.996,1
s9091,0.996,1
s9092,1.0,1
s9093,1.0,1
s9094,0.996,1
s9095,0.996,1
s9096,0.996,1
s9097,0.996,1
s9098,0.996,1
s9099,0.996,1
s9100,0.8370000000000001,1
s9101,1.0,1
s9102,1.0,1
s9103,1.0,1
s9104,1.0,1
s9105,1.0,1
s9106,1.0,1
s9107,0.973,1
s9108,1.0,1
s9109,0.996,1
s9110,0.996,1
s9111,0.996,1
s9112,0.996,1
s9113,1.0,1
s9114,0.996,1
s9115,0.996,1
s9116,1.0,1
s9117,1.0,1
s9118,1.0,1
s9119,0.996,1
s9120,0.996,1
s9121,0.996,1
s9122,0.996,1
s9123,1.0,1
s9124,1.0,1
s9125,1.0,1
s9126,1.0,1
s9127,1.0,1
s9128,1.0,1
s9129,0.8370000000000001,1
s9130,0.94,1
s9131,0.8370000000000001,1
s9132,0.8320000000000001,1
s9133,1.0,1
s9134,0.857,1
s9135,1.0,1
s9136,1.0,1
s9137,0.7390000000000001,1
s9138,1.0,1
s9139,0.986,1
s9140,0.8370000000000001,1
s9141,0.9640000000000001,1
s9142,1.0,1
s9143,1.0,1
s9144,0.7040000000000001,1
s9145,0.616,1
s9146,1.0,1
s9147,1.0,1
s9148,0.998,1
s9149,0.777,1
s9150,1.0,1
s9151,0.96,1
s9152,1.0,1
s9153,0.855,1
s9154,0.568,1
s9155,1.0,1
s9156,1.0,1
s9157,1.0,1
s9158,1.0,1
s9159,1.0,1
s9160,1.0,1
s9161,1.0,1
s9162,1.0,1
s9163,1.0,1
s9164,1.0,1
s9165,1.0,1
s9166,0.9940000000000001,1
s9167,0.98,1
s9168,1.0,1
s9169,1.0,1
s9170,0.752,1
s9171,1.0,1
s9172,0.9520000000000001,1
s9173,0.992,1
s9174,0.777,1
s9175,0.813,1
s9176,0.996,1
s9177,0.9890000000000001,1
s9178,0.7879999999999999,1
s9179,0.982,1
s9180,0.995,1
s9181,0.995,1
s9182,0.996,1
s9183,0.992,1
s9184,1.0,1
s9185,0.998,1
s9186,1.0,1
s9187,1.0,1
